City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Camacha,PT,33.0833,-16.3333,67.42,56,75,10.36,broken clouds
346,Beringovskiy,RU,63.05,179.3167,11.75,75,2,8.25,clear sky
347,Swan Hill,AU,-35.3378,143.5544,69.58,23,4,15.23,clear sky
348,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.05,91,8,21.43,clear sky
349,Tagusao,PH,9.1924,117.8141,81.73,71,100,0.45,light rain
350,North Bend,US,43.4065,-124.2243,54.95,97,90,6.91,overcast clouds
351,Sokoni,TZ,-6.4333,39.55,73.26,75,96,5.88,overcast clouds
352,Qaqortoq,GL,60.7167,-46.0333,32.58,63,24,5.57,few clouds
353,Jumla,NP,29.2747,82.1838,59.59,49,1,3.38,clear sky
354,Kainantu,PG,-6.2887,145.8655,77.18,49,77,6.2,broken clouds
355,Baruun-Urt,MN,46.6806,113.2792,46.87,26,4,12.33,clear sky
356,Traralgon,AU,-38.1833,146.5333,64.42,57,68,8.99,broken clouds
357,Kupang,ID,-10.1667,123.5833,90.18,66,20,9.22,few clouds
358,Fortuna,US,40.5982,-124.1573,59.09,89,90,1.01,overcast clouds
359,Dunedin,NZ,-45.8742,170.5036,58.8,78,85,10.0,overcast clouds
360,Bubaque,GW,11.2833,-15.8333,82.04,75,100,5.44,overcast clouds
361,Treinta Y Tres,UY,-33.2333,-54.3833,51.12,95,8,5.55,clear sky
362,Kedrovyy,RU,56.1667,91.8167,39.61,91,100,15.32,light rain
363,Sola,VU,-13.8833,167.55,84.87,79,75,0.0,broken clouds
364,Emerald,AU,-23.5333,148.1667,101.98,100,96,10.36,overcast clouds
365,Togur,RU,58.3631,82.8265,45.46,73,99,17.65,light rain
366,Bossangoa,CF,6.4926,17.4552,68.2,97,100,2.3,overcast clouds
367,Jieshi,CN,22.8134,115.8257,72.95,63,24,8.23,few clouds
368,Bamberg,DE,49.8795,10.8863,37.42,89,1,3.22,clear sky
369,Te Anau,NZ,-45.4167,167.7167,53.87,95,100,0.27,light rain
370,Thenzawl,IN,23.3167,92.75,72.64,47,6,0.96,clear sky
371,Lompoc,US,34.6391,-120.4579,60.57,89,1,6.91,clear sky
372,Busia,UG,0.4544,34.0758,62.91,86,54,3.83,broken clouds
373,Ancud,CL,-41.8697,-73.8203,48.42,79,87,11.1,overcast clouds
374,Vanino,RU,49.0869,140.2543,53.02,56,0,6.78,clear sky
375,Jalu,LY,29.0331,21.5482,68.18,42,24,10.56,few clouds
376,San Jeronimo,PE,-11.9472,-75.2829,54.14,70,100,3.06,overcast clouds
377,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,37,0,24.16,clear sky
378,Ambilobe,MG,-13.2,49.05,81.66,66,98,4.54,overcast clouds
379,Netivot,IL,31.4222,34.5886,66.61,71,1,2.91,clear sky
380,Peterhead,GB,57.5058,-1.7981,53.11,88,100,29.08,overcast clouds
381,Severo-Kurilsk,RU,50.6789,156.125,41.04,77,76,11.5,light rain
382,Moen,NO,69.1304,18.6123,32.45,93,90,2.3,overcast clouds
383,Starkville,US,33.4504,-88.8184,65.86,86,69,7.18,broken clouds
384,Iracoubo,GF,5.4802,-53.2011,78.55,85,92,9.95,overcast clouds
385,Fare,PF,-16.7,-151.0167,76.5,88,91,15.23,moderate rain
386,Bonthe,SL,7.5264,-12.505,75.87,92,99,3.42,light rain
387,Manggar,ID,-2.8833,108.2667,85.71,63,74,7.45,broken clouds
388,Najran,SA,17.4924,44.1277,59.65,27,8,2.93,clear sky
389,Las Tablas,PA,7.7667,-80.2833,76.17,99,100,5.46,overcast clouds
390,Ongandjera,NA,-17.8833,15.0667,58.8,31,9,2.46,clear sky
391,Barranca,PE,-10.75,-77.7667,61.86,84,59,8.7,broken clouds
392,Hailey,US,43.5196,-114.3153,42.66,70,90,5.75,overcast clouds
393,Palaikastron,GR,35.2,26.25,63.75,81,4,8.14,clear sky
394,Yeppoon,AU,-23.1333,150.7333,91.18,67,98,11.86,overcast clouds
395,Serebryansk,KZ,49.6925,83.2892,42.35,61,93,8.16,overcast clouds
396,Pastrana,PH,11.1367,124.8856,85.21,72,96,2.28,overcast clouds
397,Salalah,OM,17.0151,54.0924,77.85,58,14,2.57,few clouds
398,Howard Springs,AU,-12.497,131.047,93.97,65,55,10.87,broken clouds
399,Valleyview,CA,55.0667,-117.2859,41.04,100,100,2.3,overcast clouds
400,Asfi,MA,32.2994,-9.2372,62.6,84,4,12.28,clear sky
401,Portland,US,45.5234,-122.6762,54.95,95,75,1.01,broken clouds
402,Gimli,CA,50.6336,-96.9907,37.42,87,38,3.44,scattered clouds
403,Mazamari,PE,-11.3258,-74.5308,77.34,69,100,2.24,overcast clouds
404,Hambantota,LK,6.1241,81.1185,84.54,79,20,11.5,few clouds
405,Kifri,IQ,34.6959,44.9661,68.83,22,9,3.18,clear sky
406,Rocha,UY,-34.4833,-54.3333,50.63,94,18,6.85,few clouds
407,Calabozo,VE,8.9242,-67.4293,78.94,73,97,7.23,overcast clouds
408,Alcaniz,ES,41.05,-0.1333,53.08,58,0,1.23,clear sky
409,Olafsvik,IS,64.8945,-23.7142,44.91,84,100,11.68,overcast clouds
410,Vostok,RU,46.4856,135.8833,48.04,43,0,8.28,clear sky
411,Port Shepstone,ZA,-30.7414,30.455,62.87,60,85,17.6,overcast clouds
412,San Javier,ES,37.8063,-0.8374,61.68,82,90,4.61,overcast clouds
413,Japura,ID,-0.3167,102.35,82.94,82,78,1.21,moderate rain
414,Kruisfontein,ZA,-34.0033,24.7314,49.98,81,6,8.01,clear sky
415,Le Port,RE,-20.9373,55.2919,79.9,88,10,7.63,clear sky
416,Kawalu,ID,-7.3817,108.2082,88.74,54,84,4.59,broken clouds
417,Manavalakurichi,IN,8.1333,77.3,82.49,77,100,8.52,overcast clouds
418,Mitu,CO,1.1983,-70.1733,72.5,98,78,2.62,broken clouds
419,Bridlington,GB,54.0831,-0.1919,51.98,70,100,23.51,overcast clouds
420,Lachi,PK,33.3833,71.3386,59.54,60,13,12.37,few clouds
421,Meadow Lake,US,34.8014,-106.5436,63.88,28,98,7.0,overcast clouds
422,Gisborne,NZ,-38.6533,178.0042,61.48,68,100,5.21,overcast clouds
423,Yaan,NG,7.3833,8.5667,72.14,86,99,3.15,overcast clouds
424,Kargil,IN,34.5667,76.1,22.87,87,99,1.86,light snow
425,Hervey Bay,AU,-25.2986,152.8535,87.91,77,92,16.71,overcast clouds
426,Baykit,RU,61.67,96.37,36.81,95,100,8.88,light rain
427,Urucara,BR,-2.5364,-57.76,76.35,90,99,2.77,overcast clouds
428,Brunswick,US,41.2381,-81.8418,46.9,91,40,5.75,scattered clouds
429,Port Lavaca,US,28.615,-96.6261,77.05,89,1,12.66,clear sky
430,Arlit,NE,18.7369,7.3853,81.41,15,2,9.31,clear sky
431,Chapais,CA,49.7834,-74.8492,33.58,92,100,0.31,overcast clouds
432,Mabaruma,GY,8.2,-59.7833,73.71,98,100,4.56,overcast clouds
433,Thunder Bay,CA,48.4001,-89.3168,39.29,87,90,5.75,overcast clouds
434,Temple,US,31.0982,-97.3428,73.58,86,41,14.92,scattered clouds
435,Neuquen,AR,-38.9516,-68.0591,58.89,38,0,20.71,clear sky
436,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,19.57,scattered clouds
437,Chala,TZ,-7.5833,31.2667,67.3,42,89,3.13,overcast clouds
438,Kanye,BW,-24.9667,25.3327,53.11,54,3,10.11,clear sky
439,Buraydah,SA,26.326,43.975,64.85,25,0,5.95,clear sky
440,Vangaindrano,MG,-23.35,47.6,74.35,87,22,6.76,few clouds
441,Codrington,AU,-38.2667,141.9667,54.18,62,95,15.21,overcast clouds
442,Kikwit,CD,-5.041,18.8162,69.75,99,86,2.53,light rain
443,La Grande,US,45.3246,-118.0877,51.37,80,100,7.38,overcast clouds
444,Santa Rosa,PH,14.3122,121.1114,79.86,83,100,10.89,light rain
445,Zarand,IR,30.8127,56.564,60.44,22,3,3.87,clear sky
446,Bauchi,NG,10.5,10.0,74.46,76,100,2.59,overcast clouds
447,Biltine,TD,14.5333,20.9167,80.83,20,22,14.85,few clouds
448,Kysyl-Syr,RU,63.8986,122.7617,34.11,80,98,11.54,overcast clouds
449,Obidos,BR,-1.9175,-55.5181,76.39,90,100,2.51,overcast clouds
450,Katherine,AU,-14.4667,132.2667,97.12,32,40,4.61,scattered clouds
451,Klaksvik,FO,62.2266,-6.589,47.32,92,100,13.31,overcast clouds
452,Tucumcari,US,35.1717,-103.725,64.04,24,87,9.04,overcast clouds
453,Awbari,LY,26.5921,12.7805,76.78,18,13,11.45,few clouds
454,Yerbogachen,RU,61.2767,108.0108,32.99,80,100,13.31,overcast clouds
455,Takanabe,JP,32.1333,131.5,67.89,57,78,6.96,broken clouds
456,Freeport,US,40.6576,-73.5832,55.38,74,90,1.99,overcast clouds
457,Mitsamiouli,KM,-11.3847,43.2844,77.29,83,20,3.44,few clouds
458,Nan,TH,18.8333,100.6667,77.02,78,20,1.14,few clouds
459,Lewiston,US,44.1003,-70.2148,44.38,76,90,6.91,overcast clouds
460,Qingdao,CN,36.0986,120.3719,62.2,51,92,4.47,overcast clouds
461,Olga,RU,43.7444,135.2892,60.35,32,0,6.42,clear sky
462,Jaumave,MX,23.4167,-99.3833,68.95,94,84,3.04,broken clouds
463,Oliver,CA,49.1831,-119.5524,53.85,62,55,3.44,broken clouds
464,Sibu,MY,2.3,111.8167,86.31,70,40,3.0,scattered clouds
465,Riyadh,SA,24.6877,46.7219,69.94,23,0,9.57,clear sky
466,Lingyuan,CN,41.24,119.4011,57.9,36,0,6.13,clear sky
467,Hastings,GB,50.8552,0.5729,56.91,63,13,16.58,few clouds
468,Betanzos,ES,43.2804,-8.2147,57.96,87,20,3.0,few clouds
469,Van Buren,US,35.4368,-94.3483,74.41,81,50,1.99,scattered clouds
470,Gravdal,NO,68.1214,13.5031,37.72,93,100,12.55,overcast clouds
471,Jati,PK,24.3539,68.2671,82.38,38,0,9.46,clear sky
472,Sabang,ID,5.8933,95.3214,81.72,73,100,3.91,overcast clouds
473,Severodvinsk,RU,64.5635,39.8302,24.91,78,100,10.07,light snow
474,Port-Gentil,GA,-0.7193,8.7815,77.61,84,100,6.33,overcast clouds
475,Ramanuj Ganj,IN,23.8,83.7,77.49,53,0,2.24,clear sky
476,Praya,CV,14.9215,-23.5087,77.54,78,20,16.11,few clouds
477,Moerai,PF,-22.4333,-151.3333,71.02,68,100,9.19,overcast clouds
478,Bilma,NE,18.6853,12.9164,78.78,16,30,6.71,scattered clouds
479,Stromness,GB,58.965,-3.296,55.65,88,100,14.0,light rain
480,Campo Maior,BR,-4.8278,-42.1686,77.25,84,59,3.36,broken clouds
481,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,43.7,74,29,15.41,scattered clouds
482,Villa Union,MX,23.2,-106.2333,84.02,84,1,3.11,clear sky
483,Brainerd,US,46.358,-94.2008,35.26,76,31,5.79,scattered clouds
484,Ingham,US,42.6,-84.3833,39.38,95,1,0.0,clear sky
485,Ouesso,CG,1.6136,16.0517,70.7,98,100,2.35,overcast clouds
486,Atherton,GB,53.5237,-2.4935,53.15,78,98,5.01,overcast clouds
487,Vila Do Maio,CV,15.1333,-23.2167,77.79,73,5,15.39,clear sky
488,Asbestovskiy,RU,57.7557,61.3967,38.48,89,44,7.47,scattered clouds
489,Capinota,BO,-17.7167,-66.2333,71.01,49,23,2.33,few clouds
490,Makaha,US,21.4694,-158.2175,79.95,64,1,6.91,clear sky
491,Waddan,LY,29.1614,16.139,77.61,23,100,10.47,overcast clouds
492,Porto Seguro,BR,-16.4497,-39.0647,75.72,94,75,10.36,broken clouds
493,Coos Bay,US,43.3665,-124.2179,54.0,97,90,6.91,overcast clouds
494,Baturaja,ID,-4.1333,104.1667,90.45,55,80,2.62,broken clouds
495,Sinnamary,GF,5.3833,-52.95,78.44,86,90,10.11,overcast clouds
496,Tucupita,VE,9.0622,-62.051,73.26,99,94,3.4,overcast clouds
497,Payakumbuh,ID,-0.2202,100.6308,80.31,77,86,1.61,overcast clouds
498,Evensk,RU,61.95,159.2333,15.53,69,57,11.45,broken clouds
499,Nikki,BJ,9.9401,3.2108,72.97,85,95,3.0,overcast clouds
500,Asyut,EG,27.181,31.1837,60.98,67,0,9.66,clear sky
501,Matagami,CA,49.7502,-77.6328,33.91,100,75,3.44,broken clouds
502,Weiser,US,44.251,-116.9693,51.48,87,100,4.63,overcast clouds
503,Kolosovka,RU,56.4678,73.611,44.53,80,22,13.35,few clouds
504,Machiques,VE,10.0644,-72.545,75.94,84,69,5.14,broken clouds
505,Rio Gallegos,AR,-51.6226,-69.2181,37.45,56,0,16.11,clear sky
506,Karabulak,RU,43.3036,44.8964,36.16,73,8,5.39,clear sky
507,Nishihara,JP,26.1842,127.7558,78.85,63,40,11.5,scattered clouds
508,Vagay,RU,57.9375,69.0217,41.18,88,8,9.53,clear sky
509,Axim,GH,4.8699,-2.2405,76.55,88,78,1.48,broken clouds
510,Mchinji,MW,-13.7984,32.8802,71.83,46,35,7.49,scattered clouds
511,Port Lincoln,AU,-34.7333,135.8667,60.94,57,10,10.4,clear sky
512,Malaya Vishera,RU,58.8454,32.2222,34.59,94,96,8.68,light rain
513,Nara,JP,34.6851,135.8049,64.96,40,84,1.81,broken clouds
514,Morant Bay,JM,17.8815,-76.4093,83.82,84,80,9.57,broken clouds
515,Taga,RO,46.95,24.05,37.72,77,4,4.65,clear sky
516,Vardo,NO,70.3705,31.1107,37.2,64,66,24.4,light rain
517,Bonavista,CA,48.6499,-53.1147,58.12,100,100,9.51,light rain
518,Makungu,TZ,-8.7333,35.2833,61.97,84,86,0.65,overcast clouds
519,Xifeng,CN,42.7372,124.7222,56.97,46,0,12.08,clear sky
520,Ojinaga,MX,29.5667,-104.4167,76.41,28,1,6.91,clear sky
521,Rumoi,JP,43.9344,141.6428,57.6,61,30,17.11,scattered clouds
522,Mantua,IT,45.1667,10.7833,56.28,73,53,5.01,broken clouds
523,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.67,87,83,9.48,broken clouds
524,Batagay,RU,67.6333,134.6333,7.99,92,100,3.58,light snow
525,Torremolinos,ES,36.6204,-4.4998,64.63,77,40,8.05,scattered clouds
526,Sechura,PE,-5.5569,-80.8222,65.61,79,97,11.74,overcast clouds
527,Westport,US,41.1415,-73.3579,55.15,85,90,3.0,overcast clouds
528,Awjilah,LY,29.1081,21.2869,68.7,40,17,10.92,few clouds
529,Barra Patuca,HN,15.8,-84.2833,79.32,88,99,8.43,overcast clouds
530,Dhidhdhoo,MV,6.8833,73.1,81.05,79,100,9.44,overcast clouds
531,Noumea,NC,-22.2763,166.4572,78.78,67,12,14.88,few clouds
532,Ust-Nera,RU,64.5667,143.2,7.14,94,91,5.17,overcast clouds
533,Sumenep,ID,-7.0167,113.8667,89.13,59,94,7.14,overcast clouds
534,Boffa,GN,10.1667,-14.0333,74.5,93,100,2.13,light rain
535,Guanica,PR,17.9716,-66.908,79.18,78,0,1.99,clear sky
536,Youghal,IE,51.95,-7.8506,56.01,100,53,13.35,broken clouds
537,Joshimath,IN,30.5667,79.5667,62.82,36,32,4.72,scattered clouds
538,Umm Lajj,SA,25.0213,37.2685,76.12,61,0,9.22,clear sky
539,Zhanakorgan,KZ,43.9098,67.2495,53.91,32,1,4.03,clear sky
540,Gizo,SB,-8.103,156.8419,85.69,65,13,5.91,few clouds
541,Duncan,US,34.5023,-97.9578,75.25,70,40,11.5,scattered clouds
542,Northam,GB,51.0333,-4.2167,56.01,81,81,20.56,broken clouds
543,Lagunas,PE,-5.2269,-75.6753,77.25,79,22,2.26,few clouds
544,Torbat-E Jam,IR,35.244,60.6225,55.62,21,0,2.37,clear sky
545,Scarborough,GB,54.2797,-0.4044,52.09,79,100,4.0,overcast clouds
546,Balkanabat,TM,39.5108,54.3671,57.42,25,0,1.61,clear sky
547,Saint-Joseph,RE,-21.3667,55.6167,78.48,77,22,7.87,few clouds
548,Bilibino,RU,68.0546,166.4372,-11.04,100,87,2.35,overcast clouds
549,Saint-Pierre,RE,-21.3393,55.4781,79.57,77,40,6.91,scattered clouds
550,Grand Gaube,MU,-20.0064,57.6608,78.39,68,78,10.0,broken clouds
551,Yuanping,CN,38.7153,112.7575,55.51,41,47,2.39,scattered clouds
552,Mayo,US,38.8876,-76.5119,56.21,88,76,4.0,broken clouds
553,Salinas,US,36.6777,-121.6555,62.71,71,75,6.91,broken clouds
554,Killarney,IE,52.05,-9.5167,50.22,95,17,5.55,few clouds
555,Port-Cartier,CA,50.0334,-66.8654,44.82,94,100,0.98,overcast clouds
556,Dawei,MM,14.0833,98.2,86.04,64,97,6.78,overcast clouds
557,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.99,100,90,6.91,overcast clouds
558,Umm Kaddadah,SD,13.6017,26.6876,79.7,23,55,20.0,broken clouds
559,Chivay,PE,-15.6383,-71.6011,50.38,26,12,5.84,few clouds
560,Thiruvananthapuram,IN,8.4833,76.9167,82.38,83,20,5.75,few clouds
561,Kharan,PK,28.5833,65.4167,62.94,13,0,2.08,clear sky
562,Quatre Cocos,MU,-20.2078,57.7625,78.1,66,87,12.73,overcast clouds
563,Vancouver,CA,49.2497,-123.1193,52.92,92,75,1.01,broken clouds
564,San Quintin,MX,30.4833,-115.95,58.44,77,5,17.25,clear sky
565,Wonthaggi,AU,-38.6044,145.5913,60.06,60,91,16.84,overcast clouds
566,Sturgis,US,41.7992,-85.4192,40.14,57,1,0.0,clear sky
567,Ishigaki,JP,24.3448,124.1572,82.53,61,75,12.66,broken clouds
568,Yenagoa,NG,4.9247,6.2642,73.0,96,88,3.18,overcast clouds
569,Esso,RU,55.9333,158.7,29.17,91,99,3.62,overcast clouds
570,Gorom-Gorom,BF,14.4439,-0.2361,83.55,52,100,6.73,overcast clouds
571,Chernyshevsk,RU,52.5243,117.0174,42.39,50,73,6.22,broken clouds
572,Mafeteng,LS,-29.823,27.2374,45.73,65,6,2.08,clear sky
573,Samarai,PG,-10.6167,150.6667,81.52,81,32,10.67,scattered clouds
574,Bambanglipuro,ID,-7.95,110.2833,86.43,63,29,9.51,scattered clouds
575,Juba,SS,4.8517,31.5825,72.5,83,5,1.74,clear sky
576,Hailar,CN,49.2,119.7,47.25,36,19,8.41,few clouds
577,Dibulla,CO,11.2725,-73.3091,78.42,88,60,8.68,broken clouds
578,Richards Bay,ZA,-28.783,32.0377,65.68,80,100,15.99,light rain
579,Zalantun,CN,48.0,122.7167,55.02,30,6,6.96,clear sky
580,Mersin,TR,36.862,34.6509,58.35,44,0,4.38,clear sky
581,Sulangan,PH,11.1373,123.7228,82.11,73,72,0.89,broken clouds
582,Abha,SA,18.2164,42.5053,53.42,32,0,0.0,clear sky
583,Prince George,CA,53.9166,-122.753,43.29,70,20,10.36,few clouds
584,Sovetskiy,RU,61.3614,63.5842,31.35,80,42,5.68,scattered clouds
585,Nyurba,RU,63.2842,118.3319,34.12,72,100,10.27,overcast clouds
586,Rantauprapat,ID,2.1,99.8333,79.5,85,96,2.06,light rain
587,Asosa,ET,10.0667,34.5333,60.6,66,14,5.82,few clouds
588,Sterling,US,39.0062,-77.4286,54.97,87,1,3.0,clear sky
589,Omsukchan,RU,62.5333,155.8,2.82,93,31,2.68,scattered clouds
590,Itatskiy,RU,56.07,89.0369,39.38,91,100,20.24,overcast clouds
591,Manbij,SY,36.5281,37.9549,50.77,34,0,6.08,clear sky
592,Candelaria,PH,13.9311,121.4233,78.39,80,100,8.19,overcast clouds
593,Kerrville,US,30.0474,-99.1403,71.94,83,1,9.22,clear sky
594,Hovd,MN,48.0056,91.6419,41.25,24,39,2.8,scattered clouds
595,Beaverlodge,CA,55.2166,-119.4361,36.75,82,100,2.77,overcast clouds
596,Mykhaylivka,UA,47.2724,35.2224,32.27,65,99,6.64,overcast clouds
597,Tigil,RU,57.8,158.6667,31.08,96,100,5.53,light snow
598,Vila Velha,BR,-20.3297,-40.2925,73.35,88,40,8.05,scattered clouds
599,Nosy Varika,MG,-20.5833,48.5333,77.49,83,37,7.74,scattered clouds
600,Chemodanovka,RU,53.2316,45.2474,39.42,39,6,6.26,clear sky
601,Flin Flon,CA,54.7682,-101.865,38.14,69,97,11.36,overcast clouds
602,Marienburg,PL,54.0359,19.0266,40.05,83,47,5.12,scattered clouds
603,Shahreza,IR,32.0339,51.8794,54.34,28,0,2.91,clear sky
604,Pell City,US,33.5862,-86.2861,60.24,97,40,0.0,mist
605,Trofors,NO,65.5333,13.4063,40.35,97,100,4.68,overcast clouds
606,Kazanskaya,RU,45.4106,40.4361,54.0,94,100,2.33,light rain
607,Itaituba,BR,-4.2761,-55.9836,74.86,95,99,1.86,overcast clouds
608,Wanning,CN,18.8003,110.3967,77.23,74,86,16.02,overcast clouds
609,Okhotsk,RU,59.3833,143.3,24.49,64,2,15.23,clear sky
610,Avera,US,33.194,-82.5271,58.71,65,2,2.59,clear sky
611,Kapchorwa,UG,1.3965,34.4509,59.11,73,27,5.55,scattered clouds
612,Warrington,GB,53.3925,-2.5802,53.71,78,100,8.99,overcast clouds
613,Divnomorskoye,RU,44.5011,38.1353,58.95,90,100,1.3,overcast clouds
614,Yangambi,CD,0.8102,24.4336,68.99,99,86,0.38,light rain
615,Gambela,ET,8.25,34.5833,69.37,65,12,5.01,few clouds
616,Aksu,CN,41.1231,80.2644,53.37,23,4,4.14,clear sky
617,Sibolga,ID,1.7427,98.7792,80.28,80,98,0.83,overcast clouds
618,La Sarre,CA,48.8002,-79.1996,32.58,90,94,3.62,overcast clouds
619,Neryungri,RU,56.6709,124.6491,36.27,70,100,2.55,overcast clouds
620,Sandviken,SE,60.6167,16.7667,35.44,87,100,5.75,overcast clouds
621,Pundaguitan,PH,6.3711,126.1689,83.93,69,100,4.63,overcast clouds
622,San Cristobal,VE,7.7669,-72.225,69.98,98,99,2.08,overcast clouds
623,Bad Freienwalde,DE,52.7873,14.0304,44.46,95,28,4.16,scattered clouds
624,Vaike-Maarja,EE,59.1264,26.25,31.71,82,94,7.67,overcast clouds
625,Adolfo Lopez Mateos,MX,28.4667,-107.3,47.64,58,0,4.07,clear sky
626,Ambon,ID,-3.6954,128.1814,82.54,74,40,5.75,moderate rain
627,Bairiki,KI,1.3292,172.9752,87.8,58,20,1.14,few clouds
628,Port Blair,IN,11.6667,92.75,84.24,89,40,5.75,scattered clouds
629,Lae,PG,-6.7221,146.9847,85.44,59,59,7.92,broken clouds
630,Mago,RU,53.2514,140.1822,42.28,70,39,4.23,scattered clouds
631,Yumen,CN,40.2833,97.2,48.76,27,83,1.25,broken clouds
632,Sohag,EG,26.557,31.6948,66.49,58,0,9.98,clear sky
633,Ocampo,MX,21.65,-101.5,59.79,66,100,3.04,overcast clouds
634,Qasigiannguit,GL,68.8193,-51.1922,10.85,95,98,4.92,overcast clouds
635,Necochea,AR,-38.5473,-58.7368,43.11,69,0,7.85,clear sky
636,Teluk Nibung,ID,3.001,99.8164,75.58,93,100,5.93,overcast clouds
637,Puerto Vallarta,MX,20.6204,-105.2307,83.91,85,100,1.99,overcast clouds
638,Middle Island,US,40.8843,-72.9373,54.9,80,90,1.01,overcast clouds
639,Jinchang,CN,38.4953,102.1739,52.3,48,75,4.36,broken clouds
640,Pangai,TO,-19.8,-174.35,75.31,64,75,21.85,broken clouds
641,Tokoroa,NZ,-38.2333,175.8667,56.59,90,100,4.5,overcast clouds
642,Seoul,KR,37.5683,126.9778,63.01,45,0,3.44,clear sky
643,Cozumel,MX,20.5083,-86.9458,82.0,87,52,4.0,broken clouds
644,Nipawin,CA,53.3668,-104.0009,28.44,93,20,4.61,few clouds
645,Millinocket,US,45.6573,-68.7098,42.4,74,99,6.08,overcast clouds
646,Semey,KZ,50.4111,80.2275,46.62,57,0,20.13,clear sky
647,Acobamba,PE,-11.3525,-75.6594,55.15,84,67,1.1,broken clouds
648,Luba,GQ,3.4568,8.5547,75.09,83,78,3.69,broken clouds
649,Hobyo,SO,5.3505,48.5268,79.95,76,8,10.74,clear sky
650,Porto Nacional,BR,-10.7081,-48.4172,77.0,87,96,2.37,overcast clouds
651,Kokologo,BF,12.1897,-1.8856,80.46,72,100,8.25,overcast clouds
652,Halifax,CA,44.6453,-63.5724,60.69,98,100,1.01,overcast clouds
653,Nyuksenitsa,RU,60.4128,44.2397,33.37,97,100,6.64,snow
654,Mikhaylovka,RU,50.06,43.2379,40.89,72,33,7.74,scattered clouds
655,Beloha,MG,-25.1667,45.05,73.09,66,0,3.22,clear sky
656,Intipuca,SV,13.1969,-88.0544,75.33,93,47,2.91,scattered clouds
657,Morehead,US,37.2711,-87.1764,56.91,97,75,0.0,broken clouds
658,Monrovia,LR,6.3005,-10.7969,75.97,89,95,3.91,light rain
659,Derbent,RU,42.0678,48.2899,57.78,76,0,6.02,clear sky
660,The Valley,AI,18.217,-63.0578,82.26,74,67,18.99,broken clouds
661,Jonesboro,US,35.8423,-90.7043,69.49,68,45,5.01,scattered clouds
662,Jiuquan,CN,39.7432,98.5174,49.66,25,32,4.09,scattered clouds
663,Curvelo,BR,-18.7564,-44.4308,71.33,73,2,5.95,clear sky
664,Lilienthal,DE,53.1657,8.9293,42.22,93,0,4.61,clear sky
665,Beachwood,US,41.4645,-81.5087,46.65,92,90,3.44,overcast clouds
666,Ashdod,IL,31.8167,34.65,67.8,70,0,2.3,clear sky
667,Zelenoborsk,RU,61.4669,64.0333,31.15,80,31,6.33,scattered clouds
668,Karratha,AU,-20.7377,116.8463,92.75,22,4,18.1,clear sky
669,Palmer,US,42.1584,-72.3287,50.04,73,90,0.0,overcast clouds
670,Vallenar,CL,-28.5708,-70.7581,60.1,57,0,3.09,clear sky
671,Houma,US,29.5958,-90.7195,77.0,87,100,8.01,overcast clouds
672,Dalvik,IS,65.9702,-18.5286,28.33,95,100,0.09,overcast clouds
673,Nago,JP,26.5881,127.9761,79.65,67,96,6.33,overcast clouds
674,Lingao,CN,19.9103,109.6859,73.42,75,89,9.86,light rain
675,Los Llanos De Aridane,ES,28.6585,-17.9182,64.13,77,75,5.99,broken clouds
676,Mocuba,MZ,-16.8392,36.9856,76.89,55,10,3.11,clear sky
677,Lienz,AT,46.8289,12.769,39.18,48,6,2.33,clear sky
678,Ourem,PT,39.6417,-8.5919,54.61,66,0,2.73,clear sky
679,Coquimbo,CL,-29.9533,-71.3436,55.13,76,0,0.0,clear sky
680,Honiara,SB,-9.4333,159.95,83.16,74,47,2.51,scattered clouds
681,Cabedelo,BR,-6.9811,-34.8339,79.47,76,32,10.83,scattered clouds
682,Kirakira,SB,-10.4544,161.9205,85.96,70,7,12.75,clear sky
683,Santa Marta,CO,11.2408,-74.199,78.85,89,75,3.44,broken clouds
684,San Jose,US,37.3394,-121.895,62.96,71,90,1.01,overcast clouds
685,Logresti,RO,44.9,23.7,42.67,62,2,2.17,clear sky
686,Ixtapa,MX,20.7,-105.2,83.23,85,100,1.99,overcast clouds
687,Chapleau,CA,47.8405,-83.4034,33.44,98,100,3.36,overcast clouds
688,Moravsky Beroun,CZ,49.7937,17.4421,37.98,86,5,5.01,clear sky
689,Stornoway,GB,58.2093,-6.3865,53.56,94,20,9.22,few clouds
690,Corinto,GR,37.9407,22.9573,66.45,77,59,4.21,broken clouds
691,Mogadishu,SO,2.0371,45.3438,80.17,78,12,11.23,few clouds
692,Tarnalelesz,HU,48.05,20.1833,37.09,80,2,1.43,clear sky
693,Galesong,ID,-5.3166,119.3661,87.82,62,49,5.97,scattered clouds
694,The Pas,CA,53.8251,-101.2541,37.42,87,90,8.05,overcast clouds
